City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
461,Karaton,ID,86.38,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
462,Tanggu,CN,78.76,clear sky,39.0211,117.6469,Ibis Tianjin Tanggu Hotel
463,Karoi,ZW,76.98,clear sky,-16.8099,29.6925,Chikangwe Guest houses
464,Bhindar,IN,88.05,clear sky,24.5,74.1833,Hotel Rajmahal Bhindar
465,Waw,SS,78.01,broken clouds,7.7029,27.9953,Universal Gab Hotel
466,Salani,IN,81.61,overcast clouds,29.957,79.7127,Forest Guest House
467,Ushtobe,KZ,84.56,clear sky,45.2514,77.9838,"Gostinitsa ""Diyar"""
468,Labuhan,ID,84.97,light rain,-6.8844,112.2051,DoubleFAG
469,Saraland,US,78.31,few clouds,30.8207,-88.0706,Microtel Inn & Suites by Wyndham Saraland/North Mobile
471,Labrea,BR,76.86,few clouds,-7.2586,-64.7981,Hotel Novo Horizonte
472,Mapastepec,MX,75.85,overcast clouds,15.4333,-92.9,Hotel San Carlos
473,Xapuri,BR,76.84,few clouds,-10.6517,-68.5044,Pousada dos Chapurys
474,Rumonge,BI,81.41,overcast clouds,-3.9736,29.4386,Kwetu Guest House
475,Andros Town,BS,83.25,clear sky,24.7,-77.7667,Hanks place
476,Phan Thiet,VN,87.58,overcast clouds,10.9333,108.1,Hotel Saigon-PT
477,Luwuk,ID,85.69,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
478,Bela,IN,88.14,overcast clouds,25.9333,81.9833,Raj Bhawan
479,Gorontalo,ID,86.36,scattered clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
480,Trairi,BR,76.84,scattered clouds,-3.2778,-39.2689,janelas do mar
481,Alyangula,AU,85.24,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
482,Semporna,MY,86.56,heavy intensity rain,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
483,Bellview,US,79.75,clear sky,30.4616,-87.315,Hospitality Inn Management Co
484,San Policarpo,PH,85.12,overcast clouds,12.1791,125.5072,Agapita M. Nicart
485,Hamadan,IR,75.92,clear sky,34.7992,48.5146,Parsian BuAli Hotel
486,Kalawit,PH,85.46,broken clouds,8.0667,122.5167,Ompoy Pension House
487,Daru,PG,81.1,overcast clouds,-9.0763,143.2092,Daru Lodge
488,Gurupi,BR,82.58,broken clouds,-11.7292,-49.0686,Via Norte Hotel
489,Harindanga,IN,86.61,overcast clouds,22.0383,88.3214,Hasanur Builders
490,Russellville,US,75.97,clear sky,35.2784,-93.1338,Hampton Inn Russellville
491,Tulsipur,NP,84.16,overcast clouds,28.131,82.2973,Ekanta Hotel Pvt. Ltd
492,Isla Mujeres,MX,77.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
493,Huangchuan,CN,80.62,overcast clouds,32.1272,115.0394,Guangzhou International Hotel
494,Ojinaga,MX,79.75,clear sky,29.5667,-104.4167,Suites Las Palmas
495,Sabang,ID,83.03,overcast clouds,5.8933,95.3214,Hotel Citra
496,Guangyuan,CN,76.98,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
497,Wad Rawah,SD,85.24,overcast clouds,15.1603,33.1397,حوش جلي ودراوة
499,Bhatkal,IN,81.41,overcast clouds,13.9667,74.5667,Nilawar Palace Lodge
500,Mineral Wells,US,82.0,few clouds,32.8085,-98.1128,The Baker Hotel and Spa
501,Aksu,CN,81.14,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
503,Sorong,ID,80.46,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
505,Les Cayes,HT,78.35,overcast clouds,18.2,-73.75,Villa Orphee
506,Hervey Bay,AU,75.02,light rain,-25.2986,152.8535,Shelly Bay Resort
507,Fushun,CN,76.71,clear sky,41.8558,123.9233,Love Theme Apartment Xinhua Branch
508,Jiuquan,CN,76.26,clear sky,39.7432,98.5174,Jiuquan Hotel
509,Pokhara,NP,80.56,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
510,Manadhoo,MV,81.61,clear sky,5.7667,73.3833,Bon Abri maldives
511,Safford,US,75.11,broken clouds,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
512,Ishigaki,JP,79.16,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
513,Dharmapuri,IN,85.96,overcast clouds,12.1333,78.1667,Saravana Inn
514,Sarangani,PH,84.27,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
515,Tulagi,SB,78.3,overcast clouds,-9.0996,160.1476,Vanita Motel & Restaurant
516,Hienghene,NC,76.17,clear sky,-20.6833,164.9333,Ka Waboana Lodge
517,Tabas,IR,89.42,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
518,Sikonge,TZ,75.92,broken clouds,-5.6333,32.7667,Sikonge Ndawvukilo Lodge
519,Canto Do Buriti,BR,75.34,scattered clouds,-8.11,-42.9444,Novo Hotel
520,Tecoanapa,MX,75.65,overcast clouds,16.5167,-98.75,Hotel Manglares
521,Xiangxiang,CN,77.31,broken clouds,27.7333,112.5333,Huatai International Hotel
522,Misratah,LY,80.15,scattered clouds,32.3754,15.0925,Almasa Hotel
523,Vaitape,PF,78.58,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
524,Taft,IR,82.35,clear sky,31.7471,54.2088,عمارت ساعتی تفت
525,Hurghada,EG,80.64,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
526,Kampot,KH,84.25,overcast clouds,10.6167,104.1833,Two Moons Hotel
527,Malakal,SS,78.21,overcast clouds,9.5334,31.6605,Nile Palace Hotel
528,Cocorit,MX,81.3,broken clouds,27.5833,-109.9667,Kaba Motel
529,Conceicao Do Araguaia,BR,85.1,broken clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
530,Saryozek,KZ,83.37,scattered clouds,44.3583,77.9753,Gostinitsa
531,Jilib,SO,84.65,broken clouds,0.4883,42.7854,Waadi Hotel
532,Sawakin,SD,88.29,clear sky,19.1059,37.3321,فندق الدويم
533,Soure,BR,79.23,clear sky,-0.7167,-48.5233,Casarão da Amazônia
534,Nortelandia,BR,78.01,scattered clouds,-14.4547,-56.8028,Pousada e Restaurante Santana
535,Kingman,US,80.26,overcast clouds,35.1894,-114.053,Rodeway Inn Kingman Route 66
536,Charleston,US,75.02,clear sky,32.7766,-79.9309,The Mills House Wyndham Grand Hotel
537,Karpathos,GR,75.16,few clouds,35.507,27.2132,Alex
538,Grand-Bourg,GP,78.75,overcast clouds,15.8835,-61.3148,Coco Beach Resort
539,Texarkana,US,80.82,clear sky,33.4251,-94.0477,"Holiday Inn Express & Suites Texarkana, an IHG Hotel"
540,Lubumbashi,CD,77.29,scattered clouds,-11.6609,27.4794,Glo Flats
541,Mizdah,LY,77.99,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
542,Murgab,TM,87.62,clear sky,37.4966,61.9714,Wepa Nurlyýew
543,Virden,US,77.63,clear sky,39.5009,-89.7679,Virden Nail Spa
544,Mangochi,MW,79.23,few clouds,-14.4782,35.2645,Fort Johnstone Hotel
545,Yinchuan,CN,76.17,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
546,Tambun,ID,87.69,haze,-6.2641,107.0712,Metland Hotel Bekasi
547,Boralday,KZ,78.66,few clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
549,French Harbor,HN,77.0,broken clouds,16.35,-86.4333,"Fantasy Island Beach Resort, Dive & Marina"
550,Matay,EG,76.39,clear sky,28.419,30.7792,Nag Aespen
551,Malinovoye Ozero,RU,75.85,few clouds,51.6753,79.7825,Baza Otdykha
555,Ranong,TH,83.88,broken clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
556,Lamu,KE,80.82,broken clouds,-2.2717,40.902,Lamu House
557,Maryborough,AU,75.11,light rain,-25.5333,152.7,Blue Shades Motel
558,Fort Smith,US,84.24,clear sky,35.3859,-94.3986,Hampton Inn Fort Smith
559,Mkushi,ZM,78.04,few clouds,-13.6202,29.3939,Mkushi Police Club
560,Alvin,US,81.09,clear sky,29.4238,-95.2441,"Holiday Inn Express & Suites Houston-Alvin, an IHG Hotel"
561,Damaturu,NG,76.17,overcast clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
562,Bageshwar,IN,84.81,overcast clouds,29.85,79.7667,Dangwal house
563,Dawei,MM,84.4,overcast clouds,14.0833,98.2,Hotel Dawei
564,Thiruvananthapuram,IN,85.98,few clouds,8.4833,76.9167,Hotel Residency Tower
565,Kabompo,ZM,75.87,scattered clouds,-13.5927,24.2008,Big Tree
566,Taybad,IR,82.36,clear sky,34.74,60.7756,لی پوش jean center
567,Tuy Hoa,VN,83.98,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
568,Matam,SN,81.27,overcast clouds,15.6175,-13.3303,Hotel Beelel Jeeri
569,Fayaoue,NC,76.86,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
570,Obigarm,TJ,77.7,scattered clouds,38.7173,69.7088,Гармоба
571,Qui Nhon,VN,83.32,overcast clouds,13.7667,109.2333,Seagull Hotel
572,Garowe,SO,85.53,few clouds,8.4054,48.4845,Curubo Hotel
573,Indramayu,ID,84.2,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
575,Sulangan,PH,84.81,overcast clouds,11.1373,123.7228,Maia's Beach Resort
576,Luancheng,CN,82.56,clear sky,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
577,Bilkha,IN,83.8,clear sky,21.4333,70.6,My house
578,Bacolod,PH,84.51,overcast clouds,10.6667,122.95,Planta Hotel & Residences
579,Paragould,US,75.81,clear sky,36.0584,-90.4973,Linwood Motel
580,Mana,GF,77.04,overcast clouds,5.6592,-53.7767,LE SAMANA
581,Narimanov,RU,75.11,broken clouds,46.6927,47.8498,Solnechnyi
582,Qostanay,KZ,75.49,clear sky,53.1667,63.5833,Hotel Fessla
583,Ciudad Bolivar,VE,77.45,overcast clouds,8.1222,-63.5497,Hotel Edi
584,Torbat-E Jam,IR,81.1,clear sky,35.244,60.6225,White building
585,Cabimas,VE,79.66,broken clouds,10.3883,-71.4399,Sala velatoria
586,Xihua,CN,82.38,overcast clouds,33.7833,114.5167,Home Inn
588,Toktogul,KG,75.31,broken clouds,41.8708,72.9402,KAGAN
589,Hulan Ergi,CN,79.3,clear sky,47.2042,123.6333,Qiqihaer Zhongtian Hotel
590,Mazatlan,MX,82.02,broken clouds,23.2167,-106.4167,Hotel La Siesta
591,Phonhong,LA,85.41,overcast clouds,18.5007,102.4166,Manyvong Guest House
592,Tabuk,PH,84.45,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
594,Manoel Urbano,BR,75.85,broken clouds,-8.8389,-69.2597,Baixada Beira Rio
595,Barra Do Bugres,BR,77.18,scattered clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
596,Udaipura,IN,81.61,overcast clouds,23.0833,78.5,Hotel Kanha Palace
598,Lengshuitan,CN,86.49,broken clouds,26.4111,111.5956,Jialong Hotel
599,Neyyattinkara,IN,85.86,clear sky,8.4,77.0833,KALPADIYIL
600,Palmas,BR,80.47,broken clouds,-10.2128,-48.3603,Hotel Lago da Palma
601,Curup,ID,77.63,overcast clouds,-3.4667,102.5333,Ayi The Costel
602,Mabay,PH,85.59,broken clouds,6.0577,124.4666,Bautista Lodging House
603,Manado,ID,81.37,scattered clouds,1.487,124.8455,Aryaduta Hotel
604,Pouembout,NC,77.97,clear sky,-21.1333,164.9,Camping de Tipenga
605,Kadur,IN,80.11,overcast clouds,13.5533,76.0131,Annapoorna Castle
606,Abu Zabad,SD,78.96,overcast clouds,12.35,29.25,حامد محمد نور
607,Kamina,CD,75.27,light rain,-8.7386,24.9906,LEANIF HOTEL RESTAURANT
608,Nacala,MZ,79.83,broken clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
610,Songadh,IN,82.09,overcast clouds,21.1667,73.5667,Navrang Chinese centre
612,Marsa Matruh,EG,76.59,clear sky,31.3525,27.2453,Beau Site
613,Nova Olimpia,BR,78.37,few clouds,-14.7972,-57.2881,Motel glamour
614,Siuri,IN,88.02,broken clouds,23.9167,87.5333,Sarada Hotel & Deepa Restaurant
615,Birjand,IR,78.58,clear sky,32.8663,59.2211,Birjand Tourist Hotel
616,Manaus,BR,81.09,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
617,Ubon Ratchathani,TH,79.52,overcast clouds,15.1667,105.1667,บ้านอินทร์โชติ
618,Kanniyakumari,IN,84.72,clear sky,8.0833,77.5667,Sparsa Kanyakumari
619,Ingleside,US,83.01,clear sky,27.8778,-97.2117,Quality Inn Ingleside - Corpus Christi
620,Dicabisagan,PH,84.27,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
621,Bekobod,UZ,87.49,clear sky,40.2208,69.2697,Metallurg
622,My Tho,VN,85.71,overcast clouds,10.35,106.35,Sông Tiền Annex Hotel
623,Waingapu,ID,87.51,clear sky,-9.6567,120.2641,Pondok Wisata Elim
624,Goianesia,BR,76.95,broken clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
625,Maumere,ID,84.51,broken clouds,-8.6199,122.2111,Sylvia Hotel
626,Kasulu,TZ,78.82,broken clouds,-4.5767,30.1025,Nazaret lodge
627,Jaciara,BR,77.5,few clouds,-15.9653,-54.9683,Taba Hotel
628,Ugoofaaru,MV,81.48,few clouds,5.6667,73.0,Ungoofaaru Inn
629,Lashio,MM,84.02,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
630,Ducheng,CN,86.32,overcast clouds,23.2373,111.5317,Xinyongguang Hotel
631,Yuncheng,CN,77.7,broken clouds,35.0231,110.9928,晋州快捷酒店
632,Sung Noen,TH,77.76,overcast clouds,14.8992,101.8207,Ploynamkang Resort
633,Bodden Town,KY,82.92,clear sky,19.2833,-81.25,Will T Place
634,Miramar,US,83.01,clear sky,25.9873,-80.2323,Stadium Hotel
635,Jorhat,IN,86.88,broken clouds,26.75,94.2167,Hotel Jora Palace
636,Lincoln,US,80.51,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
637,Sri Aman,MY,78.19,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
638,Monrovia,LR,75.13,moderate rain,6.3005,-10.7969,Sunset Inn
639,Ardakan,IR,86.14,few clouds,32.31,54.0175,Ardakan Hotel
640,Praya,CV,75.74,few clouds,14.9215,-23.5087,LT Aparthotel
641,Palembang,ID,89.69,scattered clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
642,Lukulu,ZM,78.42,overcast clouds,-14.3707,23.242,Ruth Guest House
643,Khiv,RU,75.54,clear sky,41.7543,47.9306,Four Seasons
644,Gasa,PS,78.87,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
645,Lianyuan,CN,83.43,overcast clouds,27.6883,111.6642,Lianyuan Hotel
646,Beihai,CN,86.2,broken clouds,21.4833,109.1,21 Degree Hostel
647,Florida,US,75.9,clear sky,28.7505,-82.5001,Sportsmens Cove
648,Rudnyy,KZ,75.43,clear sky,52.9594,63.1206,Gostinitsa Troya
649,Puerto Cabezas,NI,76.84,broken clouds,14.0351,-83.3888,Cabaña Caribe
650,Langsa,ID,88.27,scattered clouds,4.4683,97.9683,OYO 3328 Hotel Mori
651,Harrison,US,77.05,clear sky,30.4091,-89.0436,Residence Inn by Marriott Gulfport-Biloxi Airport
