City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,El Alto,PE,-4.2714,-81.2147,62.78,79,84,15.73,broken clouds
347,San Juan,AR,-31.5375,-68.5364,50.97,47,2,21.5,clear sky
348,Brigantine,US,39.4101,-74.3646,72.0,83,49,9.8,scattered clouds
349,Norwich,GB,52.6278,1.2983,53.85,94,0,1.14,clear sky
350,Turukhansk,RU,65.8167,87.9833,37.74,54,100,22.48,light rain
351,Meulaboh,ID,4.1363,96.1285,84.72,67,42,7.87,scattered clouds
352,Bambanglipuro,ID,-7.95,110.2833,82.17,74,100,13.35,overcast clouds
353,Santiago Del Estero,AR,-27.7951,-64.2615,58.69,57,100,7.43,overcast clouds
354,Kununurra,AU,-15.7667,128.7333,103.98,16,53,5.75,broken clouds
355,Basco,PH,20.4487,121.9702,80.42,66,75,15.12,broken clouds
356,Koungheul,SN,13.9833,-14.8,73.9,94,90,5.48,overcast clouds
357,Panama City,PA,8.9936,-79.5197,78.17,90,75,5.75,broken clouds
358,Gamba,GA,-2.65,10.0,74.93,85,100,4.03,overcast clouds
359,Puerto Narino,CO,-3.7703,-70.3831,71.47,96,78,2.39,broken clouds
360,Ise,JP,34.4833,136.7,74.52,59,57,6.38,broken clouds
361,Alofi,NU,-19.0595,-169.9187,76.89,78,46,13.8,scattered clouds
362,San Quintin,MX,30.4833,-115.95,69.64,86,10,13.82,clear sky
363,Sakakah,SA,29.9697,40.2064,76.57,32,0,5.77,clear sky
364,Bandundu,CD,-3.3167,17.3667,75.43,82,54,1.32,broken clouds
365,Nakusp,CA,50.2499,-117.8023,44.94,81,0,2.3,clear sky
366,The Valley,AI,18.217,-63.0578,82.26,79,90,19.64,overcast clouds
367,Fort Frances,CA,48.5999,-93.4003,55.62,76,20,12.66,few clouds
368,Nouadhibou,MR,20.931,-17.0347,75.18,73,19,17.27,few clouds
369,Airai,TL,-8.9266,125.4092,78.94,37,80,5.26,broken clouds
370,Eaglesfield,GB,54.6406,-3.4044,55.74,100,97,5.99,overcast clouds
371,Palu,ID,-0.8917,119.8707,85.53,74,77,5.01,broken clouds
372,Adrar,MR,20.5022,-10.0711,83.46,37,84,23.69,broken clouds
373,Bantou,CN,26.2151,117.4893,92.73,33,10,3.91,clear sky
374,Kirensk,RU,57.7853,108.1119,41.9,58,100,9.91,overcast clouds
375,Nichinan,JP,31.6,131.3667,76.68,61,71,14.99,broken clouds
376,North Bend,US,43.4065,-124.2243,61.25,97,100,0.0,overcast clouds
377,Gat,IL,31.61,34.7642,77.68,100,13,8.37,few clouds
378,Jiazi,CN,22.8779,116.067,82.26,66,91,17.54,overcast clouds
379,Alexandria,EG,31.2156,29.9553,73.94,58,0,7.96,clear sky
380,Pangnirtung,CA,66.1451,-65.7125,33.04,81,15,2.77,few clouds
381,Khatanga,RU,71.9667,102.5,29.7,69,33,3.85,scattered clouds
382,Singleton,AU,-32.5667,151.1833,65.91,79,100,1.48,moderate rain
383,Kenai,US,60.5544,-151.2583,44.69,92,75,0.0,broken clouds
384,Praia,CV,14.9215,-23.5087,75.74,88,20,8.05,few clouds
385,Bulancak,TR,40.9372,38.2291,66.36,89,100,8.72,light rain
386,Samarai,PG,-10.6167,150.6667,80.67,86,100,13.73,overcast clouds
387,Tougue,GN,11.4667,-11.6,66.31,97,100,0.22,moderate rain
388,Mazamari,PE,-11.3258,-74.5308,69.89,91,65,2.3,broken clouds
389,Nurota,UZ,40.5614,65.6886,85.71,15,0,8.99,clear sky
390,Lyubech,UA,51.7026,30.6569,47.43,95,100,7.56,light rain
391,Dingle,PH,10.9995,122.6711,85.77,72,97,11.32,overcast clouds
392,Stephenville,US,32.2207,-98.2023,80.87,61,40,1.01,scattered clouds
393,Mosquera,CO,4.7059,-74.2302,53.69,87,75,2.3,broken clouds
394,Taungdwingyi,MM,20.0167,95.55,87.71,61,73,6.42,broken clouds
395,Masuguru,TZ,-11.3667,38.4167,78.49,53,27,6.22,scattered clouds
396,Raudeberg,NO,61.9875,5.1352,52.86,60,100,19.19,overcast clouds
397,Qaqortoq,GL,60.7167,-46.0333,39.22,89,30,2.62,scattered clouds
398,Pacific Grove,US,36.6177,-121.9166,61.52,86,56,1.01,broken clouds
399,Tiksi,RU,71.6872,128.8694,34.59,100,100,15.88,snow
400,Tartagal,AR,-22.5164,-63.8013,61.34,90,97,5.03,overcast clouds
401,Buzmeyin,TM,38.0507,58.2056,85.73,20,0,4.61,clear sky
402,Gorele,TR,41.0308,39.0031,65.98,90,100,0.94,overcast clouds
403,Hambantota,LK,6.1241,81.1185,93.54,55,20,16.11,few clouds
404,Ayagoz,KZ,47.9714,80.4392,77.7,12,0,14.52,clear sky
405,Lazaro Cardenas,MX,17.9583,-102.2,76.15,92,100,5.14,overcast clouds
406,Port-Gentil,GA,-0.7193,8.7815,76.96,88,40,9.22,scattered clouds
407,San Cristobal,VE,7.7669,-72.225,71.78,96,96,2.86,overcast clouds
408,Rock Sound,BS,24.9,-76.2,84.02,73,5,19.6,clear sky
409,Havelock,US,34.8791,-76.9013,76.93,95,28,1.66,scattered clouds
410,Nogales,MX,31.3086,-110.9422,69.37,100,75,0.0,broken clouds
411,Belogorsk,RU,50.9158,128.4611,55.35,61,100,5.61,light rain
412,Arman,RU,59.7,150.1667,47.41,69,57,2.98,broken clouds
413,Bandarbeyla,SO,9.4942,50.8122,86.31,60,28,20.33,scattered clouds
414,Atar,MR,20.5169,-13.0499,84.13,39,37,12.88,scattered clouds
415,Lakota,CI,5.8528,-5.6883,69.13,99,100,2.51,overcast clouds
416,Honiara,SB,-9.4333,159.95,76.62,88,100,6.04,overcast clouds
417,Chapais,CA,49.7834,-74.8492,47.98,96,32,8.68,scattered clouds
418,Yantongshan,CN,43.2919,126.0094,65.05,61,0,14.79,clear sky
419,Altay,CN,47.8667,88.1167,74.62,11,0,6.22,clear sky
420,Mzimba,MW,-11.9,33.6,71.67,47,72,13.53,broken clouds
421,Sorsk,RU,54.0033,90.2467,56.84,47,97,5.46,overcast clouds
422,Bullhead City,US,35.1478,-114.5683,90.82,22,0,7.0,clear sky
423,Komsomolskiy,UZ,40.4272,71.7189,83.12,24,52,6.91,broken clouds
424,Rio Gallegos,AR,-51.6226,-69.2181,37.45,87,0,24.16,clear sky
425,Sfantu Gheorghe,RO,45.8667,25.7833,48.92,84,73,1.19,broken clouds
426,Coihaique,CL,-45.5752,-72.0662,33.75,93,0,5.75,clear sky
427,Christchurch,NZ,-43.5333,172.6333,54.91,70,75,12.66,broken clouds
428,Zhuanghe,CN,39.7008,122.9911,67.42,48,0,8.79,clear sky
429,College,US,64.8569,-147.8028,42.58,89,100,0.6,overcast clouds
430,Rehnan,IR,32.6846,51.6013,80.11,24,33,2.53,scattered clouds
431,Mahina,PF,-17.5065,-149.489,78.57,65,75,4.61,broken clouds
432,San Juan De La Maguana,DO,18.8059,-71.2299,72.07,96,100,3.98,overcast clouds
433,Huancavelica,PE,-12.7667,-74.9833,38.3,88,100,2.3,overcast clouds
434,Mayumba,GA,-3.432,10.6554,75.07,86,99,3.58,overcast clouds
435,Bilibino,RU,68.0546,166.4372,36.52,82,100,18.05,overcast clouds
436,Tula,RU,54.2044,37.6111,49.41,91,100,3.96,overcast clouds
437,Novopokrovka,UA,49.8425,36.5477,52.9,79,57,8.08,broken clouds
438,Glenwood Springs,US,39.5505,-107.3248,59.81,94,100,8.05,overcast clouds
439,Hamilton,US,39.1834,-84.5333,72.57,87,0,1.01,mist
440,Myre,NO,69.1036,15.9492,48.15,82,100,21.25,overcast clouds
441,Lompoc,US,34.6391,-120.4579,60.94,93,0,0.0,clear sky
442,Asau,RO,46.4333,26.4,43.72,71,25,3.98,scattered clouds
443,Bras-Panon,RE,-20.9967,55.6782,74.86,88,50,15.14,scattered clouds
444,Yar-Sale,RU,66.8333,70.8333,48.34,86,99,19.62,light rain
445,Sungaipenuh,ID,-2.0833,101.3833,71.78,87,81,2.91,broken clouds
446,Oranjemund,NA,-28.55,16.4333,61.72,35,5,6.69,clear sky
447,Povenets,RU,62.8487,34.8262,47.37,84,100,5.77,overcast clouds
448,Solnechnyy,RU,50.7214,136.6319,53.19,62,69,9.93,broken clouds
449,Tamiahua,MX,21.2667,-97.45,75.47,88,13,3.49,few clouds
450,Amahai,ID,-3.3333,128.9167,81.91,77,60,1.81,light rain
451,Fairbanks,US,64.8378,-147.7164,42.6,89,100,0.74,overcast clouds
452,Saint-Francois,FR,46.4154,3.9054,38.68,100,100,0.0,mist
453,Lodja,CD,-3.4833,23.4333,73.47,88,100,3.29,overcast clouds
454,Ketchikan,US,55.3422,-131.6461,56.44,77,100,5.28,overcast clouds
455,Roald,NO,62.5833,6.1333,57.76,66,75,5.75,broken clouds
456,Ayotzintepec,MX,17.6667,-96.1333,71.67,96,84,3.62,broken clouds
457,Iquique,CL,-20.2208,-70.1431,59.04,78,36,5.46,scattered clouds
458,Prestea,GH,5.4327,-2.1428,70.34,97,74,1.3,broken clouds
459,Kroonstad,ZA,-27.6504,27.2349,51.67,68,93,13.29,light rain
460,Maarianhamina,AX,60.0973,19.9348,35.46,100,0,2.3,clear sky
461,Bonthe,SL,7.5264,-12.505,75.09,91,99,7.43,light rain
462,Shihezi,CN,44.3,86.0333,84.0,8,0,10.25,clear sky
463,Foki,RU,56.693,54.3499,61.52,50,50,1.99,scattered clouds
464,Prince Rupert,CA,54.3161,-130.3201,56.89,86,0,3.44,clear sky
465,Terre Haute,US,39.4667,-87.4139,76.96,89,0,7.85,clear sky
466,Alice Springs,AU,-23.7,133.8833,76.55,23,0,6.91,clear sky
467,Sobolevo,RU,54.4299,31.8996,47.5,87,100,6.51,overcast clouds
468,Forest,US,37.3638,-79.2897,66.7,88,1,3.09,clear sky
469,Honningsvag,NO,70.9821,25.9704,42.55,81,75,16.11,light intensity drizzle
470,Siraha,NP,26.6541,86.2087,88.86,63,34,16.26,scattered clouds
471,Atasu,KZ,48.6814,71.6433,72.55,17,0,11.9,clear sky
472,Aykhal,RU,66.0,111.5,24.8,90,100,13.76,light snow
473,Sola,VU,-13.8833,167.55,79.61,79,35,14.5,scattered clouds
474,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,87,0,5.75,clear sky
475,Halifax,CA,44.6453,-63.5724,63.21,96,100,13.8,overcast clouds
476,Disna,BY,55.568,28.1971,50.68,83,100,6.87,overcast clouds
477,Opuwo,NA,-18.0607,13.84,66.67,16,0,8.48,clear sky
478,Pilar,BR,-9.5972,-35.9567,69.73,91,57,2.37,broken clouds
479,Darhan,MN,49.4867,105.9228,54.39,48,98,9.51,overcast clouds
480,Eureka,US,40.8021,-124.1637,59.94,89,71,3.8,broken clouds
481,Piney Green,US,34.716,-77.3202,75.13,97,0,0.0,clear sky
482,Port Arthur,CN,38.8,121.2667,73.62,49,0,13.65,clear sky
483,Tupa,BR,-21.9347,-50.5136,68.27,88,89,5.55,heavy intensity rain
484,Amberley,US,39.2048,-84.428,71.89,87,0,1.01,mist
485,Pisco,PE,-13.7,-76.2167,57.25,82,75,5.75,mist
486,Simao,CN,22.7886,100.9748,79.21,60,43,3.71,scattered clouds
487,Chor,PK,25.5167,69.7667,90.3,42,0,13.56,clear sky
488,Salgueiro,BR,-8.0742,-39.1192,68.58,71,3,7.47,clear sky
489,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,93,75,21.85,light intensity drizzle rain
490,Japura,ID,-0.3167,102.35,85.6,73,83,2.51,broken clouds
491,Vesyegonsk,RU,58.664,37.2604,50.11,88,100,3.8,overcast clouds
492,Marawi,PH,7.9986,124.2928,78.13,77,94,3.06,overcast clouds
493,Malitbog,PH,8.5339,124.8831,82.15,72,99,0.94,overcast clouds
494,Saint Anthony,US,45.0205,-93.218,73.09,70,0,9.22,clear sky
495,Saint-Louis,SN,16.3333,-15.0,83.84,61,100,8.28,overcast clouds
496,Kieta,PG,-6.2167,155.6333,80.06,84,96,4.74,moderate rain
497,Tual,ID,-5.6667,132.75,82.53,75,71,4.32,broken clouds
498,Talnakh,RU,69.4865,88.3972,36.21,50,100,22.3,overcast clouds
499,Tiznit,MA,29.5833,-9.5,69.35,66,0,2.42,clear sky
500,Fare,PF,-16.7,-151.0167,78.87,74,11,19.39,few clouds
501,Maragogi,BR,-9.0122,-35.2225,72.88,84,39,5.21,scattered clouds
502,Acajutla,SV,13.5928,-89.8275,77.77,87,93,5.84,overcast clouds
503,Killybegs,IE,54.6333,-8.45,56.34,88,99,9.57,overcast clouds
504,Fortuna,US,40.5982,-124.1573,59.67,89,61,3.44,broken clouds
505,Kiunga,PG,-6.1219,141.2906,90.81,53,54,4.32,broken clouds
506,Skjervoy,NO,70.0311,20.9714,42.8,68,100,8.57,light rain
507,Balabac,PH,7.9868,117.0645,84.54,70,100,9.4,overcast clouds
508,Gobabis,NA,-22.45,18.9667,48.58,34,0,9.98,clear sky
509,Great Yarmouth,GB,52.6083,1.7305,53.94,86,50,2.75,scattered clouds
510,Oskarshamn,SE,57.2645,16.4484,44.85,79,7,6.73,clear sky
511,Usinsk,RU,65.9939,57.5281,42.46,88,100,20.69,overcast clouds
512,Pionerskiy,RU,54.9508,20.2275,53.44,79,46,16.26,scattered clouds
513,Kochevo,RU,59.5994,54.3125,55.06,63,4,11.45,clear sky
514,Saint-Georges,GD,12.0564,-61.7485,81.09,82,72,14.0,broken clouds
515,Talcahuano,CL,-36.7167,-73.1167,44.28,93,75,6.91,broken clouds
516,Meadow Lake,US,34.8014,-106.5436,70.32,68,87,1.92,overcast clouds
517,Wanning,CN,18.8003,110.3967,85.59,70,95,6.11,overcast clouds
518,Thai Binh,VN,20.45,106.3333,82.47,78,100,8.63,light rain
519,Whitecourt,CA,54.1502,-115.6855,41.67,67,72,2.08,broken clouds
520,Alindao,CF,5.0267,21.2088,72.23,95,99,2.77,overcast clouds
521,Minsk,BY,53.9,27.5667,47.95,82,64,4.21,broken clouds
522,Vung Tau,VN,10.346,107.0843,83.84,70,100,5.79,overcast clouds
523,Kaoma,ZM,-14.7833,24.8,72.01,53,100,5.28,overcast clouds
524,Merauke,ID,-8.4667,140.3333,82.85,79,91,17.13,light rain
525,Wagga Wagga,AU,-35.1167,147.3667,57.85,97,100,10.63,light rain
526,Canico,PT,32.6333,-16.85,72.72,88,20,3.44,few clouds
527,Srandakan,ID,-7.9386,110.2506,81.86,75,100,13.04,overcast clouds
528,Canyon,US,34.9803,-101.9188,77.85,58,3,12.62,clear sky
529,Sistranda,NO,63.7256,8.834,46.36,65,100,10.74,light rain
530,Waslala,NI,13.2333,-85.3833,69.66,98,97,2.64,overcast clouds
531,Teeli,RU,51.0333,90.2333,63.68,30,39,3.31,scattered clouds
532,Timmins,CA,48.4669,-81.3331,62.42,82,75,6.91,broken clouds
533,Guozhen,CN,34.3659,107.359,73.18,62,49,4.63,scattered clouds
534,Kangaatsiaq,GL,68.3065,-53.4641,36.19,79,100,7.07,overcast clouds
535,Colares,PT,38.7992,-9.4469,69.8,96,44,8.99,scattered clouds
536,Tahe,CN,52.3333,124.7333,55.72,52,95,3.4,overcast clouds
537,Verkhnevilyuysk,RU,63.4453,120.3167,38.46,58,100,8.39,overcast clouds
538,Dedza,MW,-14.3779,34.3332,65.98,54,3,10.36,clear sky
539,Cuenca,EC,-2.8833,-78.9833,53.73,87,45,2.3,scattered clouds
540,Ibra,OM,22.6906,58.5334,90.68,36,0,2.48,clear sky
541,Sangar,RU,63.9242,127.4739,40.01,51,1,16.02,clear sky
542,Inhambane,MZ,-23.865,35.3833,73.38,100,75,0.0,broken clouds
543,Puerto Escondido,MX,15.85,-97.0667,77.45,89,98,4.21,overcast clouds
544,Libreville,GA,0.3925,9.4537,77.02,88,75,9.22,broken clouds
545,Mabaruma,GY,8.2,-59.7833,72.75,98,100,1.99,overcast clouds
546,Narsaq,GL,60.9167,-46.05,38.7,68,28,3.18,scattered clouds
547,Muyezerskiy,RU,63.9333,31.65,42.93,76,100,4.47,overcast clouds
548,Jaca,ES,42.569,-0.5499,60.01,58,0,2.64,clear sky
549,Kapit,MY,2.0167,112.9333,79.61,84,99,0.45,overcast clouds
550,Elbasan,AL,41.1125,20.0822,52.52,52,0,5.17,clear sky
551,Yenagoa,NG,4.9247,6.2642,74.37,94,100,2.75,light rain
552,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,88,75,1.88,broken clouds
553,Lavrentiya,RU,65.5833,-171.0,40.32,94,82,11.23,broken clouds
554,Almaznyy,RU,48.0448,40.045,63.43,69,60,7.94,broken clouds
555,Horsham,GB,51.064,-0.3272,56.91,91,0,2.3,clear sky
556,Gornopravdinsk,RU,60.05,69.9,60.4,71,100,10.6,overcast clouds
557,Mount Pleasant,US,32.7941,-79.8626,75.0,95,0,3.44,clear sky
558,Bajah,YE,13.8141,44.6301,81.34,40,32,1.7,scattered clouds
559,Vanderhoof,CA,54.0166,-124.0198,47.14,56,41,2.62,scattered clouds
560,Charters Towers,AU,-20.1,146.2667,91.15,25,93,6.42,overcast clouds
561,Chimbote,PE,-9.0853,-78.5783,60.24,86,66,11.43,broken clouds
562,Sotouboua,TG,8.5667,0.9833,68.94,97,98,1.05,overcast clouds
563,Aras,ES,42.5617,-2.356,45.01,81,0,6.91,clear sky
564,Bahia Blanca,AR,-38.7196,-62.2724,46.31,57,100,9.08,overcast clouds
565,Sechura,PE,-5.5569,-80.8222,61.81,85,68,11.88,broken clouds
566,Cedro,BR,-6.6067,-39.0622,70.27,62,23,2.35,few clouds
567,Amapa,BR,1.0,-52.0,75.16,84,89,4.54,overcast clouds
568,Malpe,IN,13.35,74.7167,79.9,73,99,5.35,overcast clouds
569,Middletown,US,39.5151,-84.3983,72.46,85,0,6.91,clear sky
570,Saint-Joseph,RE,-21.3667,55.6167,73.78,74,57,14.34,broken clouds
571,Peniche,PT,39.3558,-9.3811,69.3,96,12,1.54,few clouds
572,Tautira,PF,-17.7333,-149.15,77.83,75,45,17.94,light rain
573,Shenxian,CN,36.2411,115.6672,81.68,26,29,13.51,scattered clouds
574,Serebryansk,KZ,49.6925,83.2892,75.06,24,0,2.17,clear sky
575,Nyurba,RU,63.2842,118.3319,38.26,58,100,8.59,overcast clouds
576,Bairiki,KI,1.3292,172.9752,84.2,74,75,4.61,broken clouds
577,Great Falls,US,47.5002,-111.3008,48.67,85,4,2.73,clear sky
578,La Paz,BO,-16.5,-68.15,42.78,33,40,4.61,scattered clouds
579,Kudahuvadhoo,MV,2.6708,72.8944,82.22,72,8,7.56,clear sky
580,Cabra,ES,37.4725,-4.4421,68.4,74,68,2.13,broken clouds
581,Tabou,CI,4.423,-7.3528,75.24,87,100,6.73,overcast clouds
582,Tigil,RU,57.8,158.6667,45.66,67,58,32.14,broken clouds
583,Pringsewu,ID,-5.3582,104.9744,88.54,56,86,3.65,overcast clouds
584,Dumas,US,35.8656,-101.9732,74.61,49,0,9.22,clear sky
585,Yulin,CN,22.6333,110.15,88.34,59,96,4.27,overcast clouds
586,Bage,BR,-31.3314,-54.1069,53.38,87,100,9.22,overcast clouds
587,Bumba,CD,2.1833,22.4667,73.38,95,100,1.07,overcast clouds
588,Jilotzingo,MX,19.87,-99.0578,58.89,79,80,5.93,broken clouds
589,Visnes,NO,59.3556,5.2242,50.38,87,75,9.22,broken clouds
590,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,93,0,8.05,clear sky
591,Gospic,HR,44.5461,15.3747,51.49,89,64,7.27,broken clouds
592,Bukama,CD,-9.2,25.85,81.88,51,40,5.08,scattered clouds
593,Karatsu,JP,33.4425,129.9697,76.89,25,91,14.0,overcast clouds
594,Ossora,RU,59.2353,163.0719,49.23,64,69,34.72,broken clouds
595,Severo-Yeniseyskiy,RU,60.3725,93.0408,39.56,41,95,4.21,overcast clouds
596,San Andres,CO,12.5847,-81.7006,80.62,78,75,2.3,broken clouds
597,Libertador General San Martin,AR,-23.8064,-64.7876,61.97,87,91,1.41,overcast clouds
598,Ola,RU,59.5833,151.2833,46.38,75,61,10.85,broken clouds
599,Benghazi,LY,32.1167,20.0667,80.64,55,64,1.54,broken clouds
600,Lagos,NG,6.5833,3.75,77.32,94,99,3.2,overcast clouds
601,Ngunguru,NZ,-35.6167,174.5,59.29,81,21,6.31,few clouds
602,Morondava,MG,-20.2833,44.2833,78.13,62,0,6.93,clear sky
603,Husavik,IS,66.0449,-17.3389,48.96,95,100,8.88,light rain
604,Sorland,NO,67.667,12.6934,49.86,81,100,31.03,light rain
605,Yarada,IN,17.65,83.2667,89.92,62,40,10.36,haze
606,Muros,ES,42.7762,-9.0603,61.16,72,0,6.82,clear sky
607,Manicore,BR,-5.8092,-61.3003,75.15,94,0,1.14,clear sky
608,Roblin,CA,51.23,-101.3565,46.71,86,100,16.55,moderate rain
609,Victor Harbor,AU,-35.5667,138.6167,59.0,83,57,4.0,broken clouds
610,Beringovskiy,RU,63.05,179.3167,41.67,94,100,25.5,moderate rain
611,Wajima,JP,37.4,136.9,72.28,60,40,8.05,scattered clouds
612,Brodina,RO,47.8833,25.4167,50.23,93,94,3.58,overcast clouds
613,Betafo,MG,-19.8333,46.85,65.44,38,0,9.15,clear sky
614,Nuuk,GL,64.1835,-51.7216,36.88,93,100,8.01,overcast clouds
615,Shangrao,CN,28.4532,117.9686,87.39,28,60,7.49,broken clouds
616,Lanzhou,CN,36.0564,103.7922,75.18,29,1,6.96,clear sky
617,Koslan,RU,63.4564,48.8989,46.65,91,99,8.3,light rain
618,Jiwani,PK,25.05,61.7417,81.14,73,58,6.64,broken clouds
619,Makakilo City,US,21.3469,-158.0858,79.12,73,46,14.03,scattered clouds
620,Lubango,AO,-14.9172,13.4925,63.23,35,2,3.2,clear sky
621,Nguru,NG,12.8791,10.4526,77.58,70,100,7.43,overcast clouds
622,Jalu,LY,29.0331,21.5482,86.0,27,0,5.5,clear sky
623,Virginia Beach,US,36.8529,-75.978,74.01,81,2,1.9,clear sky
624,Januaria,BR,-15.4833,-44.3667,73.89,58,50,1.28,light rain
625,Kilindoni,TZ,-7.9139,39.6668,76.44,76,88,10.69,light rain
626,Yerbogachen,RU,61.2767,108.0108,38.01,97,100,7.63,overcast clouds
627,Sawtell,AU,-30.3833,153.1,68.18,73,75,16.11,broken clouds
628,Livingston,GB,55.9029,-3.5226,52.59,87,0,4.61,clear sky
629,Mitsamiouli,KM,-11.3847,43.2844,79.09,65,20,10.36,few clouds
630,Lahaina,US,20.8783,-156.6825,79.81,83,35,9.64,scattered clouds
631,Valle Hermoso,MX,25.6667,-97.8333,77.9,72,2,4.52,clear sky
632,Kaura Namoda,NG,12.5898,6.5779,74.53,88,100,4.29,overcast clouds
633,Axim,GH,4.8699,-2.2405,73.96,90,71,3.09,broken clouds
634,Grindavik,IS,63.8424,-22.4338,48.67,93,75,11.5,broken clouds
635,Chulumani,BO,-16.4096,-67.5263,65.89,91,99,1.25,overcast clouds
636,Richards Bay,ZA,-28.783,32.0377,63.52,77,100,9.15,light rain
637,Hoquiam,US,46.9809,-123.8893,60.01,74,0,4.63,clear sky
638,Santa Fe,AR,-31.6333,-60.7,58.01,90,96,4.0,overcast clouds
639,Cam Ranh,VN,11.9214,109.1591,85.96,74,40,9.22,moderate rain
640,Sur,OM,22.5667,59.5289,90.52,49,0,2.15,clear sky
641,Channel-Port Aux Basques,CA,47.5702,-59.1367,54.34,77,100,17.74,overcast clouds
642,Erdenet,MN,49.0333,104.0833,48.88,54,95,11.59,overcast clouds
643,Abay,KZ,49.6311,72.8539,71.98,23,0,13.65,clear sky
644,Elliot,ZA,-31.3333,27.85,42.37,85,84,3.47,broken clouds
645,Mangrol,IN,21.1167,70.1167,82.72,66,11,8.66,few clouds
646,Xinzhi,CN,36.4989,111.7047,75.72,42,12,7.02,few clouds
647,Paso De Los Toros,UY,-32.8167,-56.5167,49.44,95,90,9.26,overcast clouds
648,Astoria,US,46.1879,-123.8313,60.48,89,0,3.02,clear sky
649,Bira,RU,49.0,132.4667,61.52,47,73,10.65,broken clouds
650,Dunedin,NZ,-45.8742,170.5036,49.8,82,87,2.73,overcast clouds
651,Domoni,KM,-12.2569,44.5319,79.74,61,25,1.63,scattered clouds
652,Manono,CD,-7.3,27.4167,80.22,54,66,1.72,broken clouds
653,Paita,PE,-5.0892,-81.1144,62.2,86,53,12.39,broken clouds
654,Ormara,PK,25.2088,64.6357,80.74,75,16,12.46,few clouds
655,Half Moon Bay,US,37.4636,-122.4286,65.35,75,100,0.0,overcast clouds
656,Kutum,SD,14.2,24.6667,76.53,52,92,3.06,overcast clouds
657,Amberg,DE,49.4414,11.8622,38.55,90,7,1.3,clear sky
658,Havre,FR,49.5833,0.3333,49.77,87,0,5.75,clear sky
659,Tessalit,ML,20.1986,1.0114,84.69,45,5,6.76,clear sky
660,Sanjwal,PK,33.7608,72.4336,88.43,42,0,2.24,clear sky
661,Champasak,LA,14.75,106.0,83.28,95,100,1.88,overcast clouds
662,Buala,SB,-8.145,159.5921,75.29,92,100,3.94,light rain
663,Mayo,US,38.8876,-76.5119,70.18,87,20,5.82,few clouds
664,Tacuati,PY,-23.45,-56.5833,65.3,99,73,1.41,broken clouds
665,Mimongo,GA,-1.6195,11.6068,69.66,97,100,2.73,overcast clouds
666,Fuerte Olimpo,PY,-21.0415,-57.8738,70.9,91,40,3.69,scattered clouds
667,San Pedro,PH,14.35,121.0167,88.27,68,20,13.8,few clouds
668,Hanna,CA,51.6334,-111.9018,43.77,54,1,3.91,clear sky
669,Kirkkonummi,FI,60.1238,24.4385,44.8,81,57,7.56,broken clouds
670,Taloqan,AF,36.7361,69.5345,83.91,17,2,4.25,clear sky
671,Pascagoula,US,30.3658,-88.5561,73.72,96,0,5.39,clear sky
672,Westport,US,41.1415,-73.3579,66.56,85,0,1.99,clear sky
673,Prata,BR,-19.3072,-48.9242,74.3,65,77,2.17,broken clouds
674,Imbituba,BR,-28.24,-48.6703,58.69,93,35,7.07,scattered clouds
675,Songea,TZ,-10.6833,35.65,63.75,77,20,5.75,few clouds
676,Mecca,SA,21.4267,39.8261,87.96,24,1,2.59,clear sky
677,Ostrovnoy,RU,68.0531,39.5131,42.03,73,87,16.98,overcast clouds
678,Sacramento,US,38.4666,-121.3177,66.9,77,0,4.61,clear sky
679,Flin Flon,CA,54.7682,-101.865,43.43,95,100,5.41,overcast clouds
680,Zonguldak,TR,41.25,31.8333,52.65,90,94,2.04,overcast clouds
681,Kaeo,NZ,-35.1,173.7833,64.33,71,2,6.42,clear sky
682,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,69.08,88,70,1.25,broken clouds
683,Hami,CN,42.8,93.45,83.21,12,0,1.88,clear sky
684,Barra Do Corda,BR,-5.5,-45.25,75.6,64,3,9.1,clear sky
685,Kerema,PG,-7.9631,145.7785,83.01,79,95,7.63,light rain
686,Atlantic City,US,39.3643,-74.4229,71.98,81,49,9.4,scattered clouds
687,Abomsa,ET,9.9833,39.9833,77.34,48,54,2.77,broken clouds
688,Alta Floresta,BR,-9.8756,-56.0861,75.16,59,15,0.54,few clouds
689,Resistencia,AR,-27.4606,-58.9839,64.38,85,0,5.75,clear sky
690,Vetluga,RU,57.8557,45.781,53.83,68,11,5.3,few clouds
691,Barcelona,ES,41.3888,2.159,69.55,79,20,9.22,few clouds
692,Oyama,JP,36.3,139.8,78.58,53,74,5.35,broken clouds
693,Yermish,RU,54.7678,42.2711,54.39,68,85,6.64,overcast clouds
694,Ahuimanu,US,21.4447,-157.8378,79.75,79,47,4.0,scattered clouds
695,Moshi,TZ,-3.35,37.3333,68.38,61,67,5.84,broken clouds
696,Prieska,ZA,-29.6641,22.7474,51.46,60,0,7.02,clear sky
697,Raahe,FI,64.6833,24.4833,37.49,63,18,3.91,few clouds
698,Nagua,DO,19.3832,-69.8474,78.6,89,100,10.4,overcast clouds
